Id,Time[ns],0:UART: RX/TX
1193,11344416000.00,0
1194,11344502800.00,0
1195,11344589400.00,0
1196,11344676000.00,[0D]
1197,11344762800.00,[0A]
1198,11344849400.00,-
1199,11344936200.00,-
1200,11345022800.00,-
1201,11345109400.00,-
1202,11345196200.00,-
1203,11345282800.00,-
1204,11345369600.00,-
1205,11345456200.00,-
1206,11345542800.00,-
1207,11345629600.00,-
1208,11345716200.00,-
1209,11345802800.00,-
1210,11345889600.00,[20]
1211,11345976200.00,x
1212,11346063000.00,6
1213,11346149600.00,2
1214,11346236200.00,0
1215,11346323000.00,0
1216,11346409600.00,[20]
1217,11346496400.00,b
1218,11346583000.00,o
1219,11346669600.00,o
1220,11346756400.00,t
1221,11346843000.00,[20]
1222,11346929600.00,s
1223,11347016400.00,c
1224,11347103000.00,r
1225,11347189800.00,i
1226,11347276400.00,p
1227,11347363000.00,t
1228,11347449800.00,[20]
1229,11347536400.00,-
1230,11347623000.00,-
1231,11347709800.00,-
1232,11347796400.00,-
1233,11347883200.00,-
1234,11347969800.00,-
1235,11348056400.00,-
1236,11348143200.00,-
1237,11348229800.00,-
1238,11348316600.00,-
1239,11348403200.00,-
1240,11348489800.00,-
1241,11348576600.00,[0D]
1242,11348663200.00,[0A]
1243,11365623600.00,r
1244,11365710400.00,e
1245,11365797000.00,a
1246,11365883600.00,d
1247,11365970400.00,i
1248,11366057000.00,n
1249,11366143800.00,g
1250,11366230400.00,[20]
1251,11366317000.00,l
1252,11366403800.00,o
1253,11366490400.00,g
1254,11366577000.00,o
1255,11366663800.00,.
1256,11366750400.00,b
1257,11366837200.00,m
1258,11366923800.00,p
1259,11367010400.00,[0D]
1260,11367097200.00,[0A]
1261,11380831000.00,2
1262,11380917800.00,5
1263,11381004400.00,6
1264,11381091000.00,5
1265,11381177800.00,4
1266,11381264400.00,[20]
1267,11381351200.00,b
1268,11381437800.00,y
1269,11381524400.00,t
1270,11381611200.00,e
1271,11381697800.00,s
1272,11381784400.00,[20]
1273,11381871200.00,r
1274,11381957800.00,e
1275,11382044600.00,a
1276,11382131200.00,d
1277,11382217800.00,[20]
1278,11382304600.00,i
1279,11382391200.00,n
1280,11382478000.00,[20]
1281,11382564600.00,2
1282,11382651200.00,3
1283,11382738000.00,[20]
1284,11382824600.00,m
1285,11382911200.00,s
1286,11382998000.00,[20]
1287,11383084600.00,(
1288,11383171400.00,1
1289,11383258000.00,.
1290,11383344600.00,1
1291,11383431400.00,[20]
1292,11383518000.00,M
1293,11383604800.00,i
1294,11383691400.00,B
1295,11383778000.00,/
1296,11383864800.00,s
1297,11383951400.00,)
1298,11384038000.00,[0D]
1299,11384124800.00,[0A]
1300,11400965400.00,r
1301,11401052200.00,e
1302,11401138800.00,a
1303,11401225600.00,d
1304,11401312200.00,i
1305,11401398800.00,n
1306,11401485600.00,g
1307,11401572200.00,[20]
1308,11401658800.00,z
1309,11401745600.00,I
1310,11401832200.00,m
1311,11401919000.00,a
1312,11402005600.00,g
1313,11402092200.00,e
1314,11402179000.00,[0D]
1315,11402265600.00,[0A]
1316,11643855400.00,4
1317,11643942000.00,9
1318,11644028800.00,5
1319,11644115400.00,6
1320,11644202000.00,1
1321,11644288800.00,4
1322,11644375400.00,4
1323,11644462200.00,[20]
1324,11644548800.00,b
1325,11644635400.00,y
1326,11644722200.00,t
1327,11644808800.00,e
1328,11644895400.00,s
1329,11644982200.00,[20]
1330,11645068800.00,r
1331,11645155600.00,e
1332,11645242200.00,a
1333,11645328800.00,d
1334,11645415600.00,[20]
1335,11645502200.00,i
1336,11645589000.00,n
1337,11645675600.00,[20]
1338,11645762200.00,2
1339,11645849000.00,5
1340,11645935600.00,1
1341,11646022200.00,[20]
1342,11646109000.00,m
1343,11646195600.00,s
1344,11646282400.00,[20]
1345,11646369000.00,(
1346,11646455600.00,1
1347,11646542400.00,8
1348,11646629000.00,.
1349,11646715800.00,8
1350,11646802400.00,[20]
1351,11646889000.00,M
1352,11646975800.00,i
1353,11647062400.00,B
1354,11647149000.00,/
1355,11647235800.00,s
1356,11647322400.00,)
1357,11647409200.00,[0D]
1358,11647495800.00,[0A]
1359,11664430800.00,r
1360,11664517400.00,e
1361,11664604200.00,a
1362,11664690800.00,d
1363,11664777400.00,i
1364,11664864200.00,n
1365,11664950800.00,g
1366,11665037600.00,[20]
1367,11665124200.00,s
1368,11665210800.00,u
1369,11665297600.00,n
1370,11665384200.00,8
1371,11665470800.00,i
1372,11665557600.00,-
1373,11665644200.00,r
1374,11665731000.00,1
1375,11665817600.00,6
1376,11665904200.00,-
1377,11665991000.00,x
1378,11666077600.00,6
1379,11666164200.00,2
1380,11666251000.00,0
1381,11666337600.00,0
1382,11666424400.00,.
1383,11666511000.00,d
1384,11666597600.00,t
1385,11666684400.00,b
1386,11666771000.00,[0D]
1387,11666857800.00,[0A]
1388,11680719000.00,2
1389,11680805600.00,6
1390,11680892200.00,4
1391,11680979000.00,7
1392,11681065600.00,2
1393,11681152400.00,[20]
1394,11681239000.00,b
1395,11681325600.00,y
1396,11681412400.00,t
1397,11681499000.00,e
1398,11681585600.00,s
1399,11681672400.00,[20]
1400,11681759000.00,r
1401,11681845800.00,e
1402,11681932400.00,a
1403,11682019000.00,d
1404,11682105800.00,[20]
1405,11682192400.00,i
1406,11682279000.00,n
1407,11682365800.00,[20]
1408,11682452400.00,2
1409,11682539200.00,5
1410,11682625800.00,[20]
1411,11682712400.00,m
1412,11682799200.00,s
1413,11682885800.00,[20]
1414,11682972600.00,(
1415,11683059200.00,1
1416,11683145800.00,[20]
1417,11683232600.00,M
1418,11683319200.00,i
1419,11683405800.00,B
1420,11683492600.00,/
1421,11683579200.00,s
1422,11683666000.00,)
1423,11683752600.00,[0D]
1424,11683839200.00,[0A]
1425,11683926000.00,#
1426,11684012600.00,#
1427,11684099400.00,[20]
1428,11684186000.00,F
1429,11684272600.00,l
1430,11684359400.00,a
1431,11684446000.00,t
1432,11684532600.00,t
1433,11684619400.00,e
1434,11684706000.00,n
1435,11684792800.00,e
1436,11684879400.00,d
1437,11684966000.00,[20]
1438,11685052800.00,D
1439,11685139400.00,e
1440,11685226000.00,v
1441,11685312800.00,i
1442,11685399400.00,c
1443,11685486200.00,e
1444,11685572800.00,[20]
1445,11685659400.00,T
1446,11685746200.00,r
1447,11685832800.00,e
1448,11685919600.00,e
1449,11686006200.00,[20]
1450,11686092800.00,b
1451,11686179600.00,l
1452,11686266200.00,o
1453,11686352800.00,b
1454,11686439600.00,[20]
1455,11686526200.00,a
1456,11686613000.00,t
1457,11686699600.00,[20]
1458,11686786200.00,4
1459,11686873000.00,9
1460,11686959600.00,0
1461,11687046400.00,0
1462,11687133000.00,0
1463,11687219600.00,0
1464,11687306400.00,0
1465,11687393000.00,0
1466,11687479600.00,[0D]
1467,11687566400.00,[0A]
1468,11687653000.00,[20]
1469,11687739800.00,[20]
1470,11687826400.00,[20]
1471,11687913000.00,B
1472,11687999800.00,o
1473,11688086400.00,o
1474,11688173200.00,t
1475,11688259800.00,i
1476,11688346400.00,n
1477,11688433200.00,g
1478,11688519800.00,[20]
1479,11688606400.00,u
1480,11688693200.00,s
1481,11688779800.00,i
1482,11688866600.00,n
1483,11688953200.00,g
1484,11689039800.00,[20]
1485,11689126600.00,t
1486,11689213200.00,h
1487,11689299800.00,e
1488,11689386600.00,[20]
1489,11689473200.00,f
1490,11689560000.00,d
1491,11689646600.00,t
1492,11689733200.00,[20]
1493,11689820000.00,b
1494,11689906600.00,l
1495,11689993400.00,o
1496,11690080000.00,b
1497,11690166600.00,[20]
1498,11690253400.00,a
1499,11690340000.00,t
1500,11690426600.00,[20]
1501,11690513400.00,0
1502,11690600000.00,x
1503,11690686800.00,4
1504,11690773400.00,9
1505,11690860000.00,0
1506,11690946800.00,0
1507,11691033400.00,0
1508,11691120200.00,0
1509,11691206800.00,0
1510,11691293400.00,0
1511,11691380200.00,[0D]
1512,11691466800.00,[0A]
1513,11692114800.00,[20]
1514,11692201400.00,[20]
1515,11692288000.00,[20]
1516,11692374800.00,L
1517,11692461400.00,o
1518,11692548200.00,a
1519,11692634800.00,d
1520,11692721400.00,i
1521,11692808200.00,n
1522,11692894800.00,g
1523,11692981400.00,[20]
1524,11693068200.00,D
1525,11693154800.00,e
1526,11693241600.00,v
1527,11693328200.00,i
1528,11693414800.00,c
1529,11693501600.00,e
1530,11693588200.00,[20]
1531,11693674800.00,T
1532,11693761600.00,r
1533,11693848200.00,e
1534,11693935000.00,e
1535,11694021600.00,[20]
1536,11694108200.00,t
1537,11694195000.00,o
1538,11694281600.00,[20]
1539,11694368400.00,4
1540,11694455000.00,9
1541,11694541600.00,f
1542,11694628400.00,f
1543,11694715000.00,6
1544,11694801600.00,0
1545,11694888400.00,0
1546,11694975000.00,0
1547,11695061800.00,,
1548,11695148400.00,[20]
1549,11695235000.00,e
1550,11695321800.00,n
1551,11695408400.00,d
1552,11695495200.00,[20]
1553,11695581800.00,4
1554,11695668400.00,9
1555,11695755200.00,f
1556,11695841800.00,f
1557,11695928400.00,f
1558,11696015200.00,7
1559,11696101800.00,6
1560,11696188600.00,7
1561,11696275200.00,[20]
1562,11696361800.00,.
1563,11696448600.00,.
1564,11696535200.00,.
1565,11696621800.00,[20]
1566,11696708600.00,O
1567,11696795200.00,K
1568,11696882000.00,[0D]
1569,11696968600.00,[0A]
1570,11703108600.00,[0D]
1571,11703195200.00,[0A]
1572,11703282000.00,S
1573,11703368600.00,t
1574,11703455200.00,a
1575,11703542000.00,r
1576,11703628600.00,t
1577,11703715200.00,i
1578,11703802000.00,n
1579,11703888600.00,g
1580,11703975400.00,[20]
1581,11704062000.00,k
1582,11704148600.00,e
1583,11704235400.00,r
1584,11704322000.00,n
1585,11704408800.00,e
1586,11704495400.00,l
1587,11704582000.00,[20]
1588,11704668800.00,.
1589,11704755400.00,.
1590,11704842000.00,.
1591,11704928800.00,[0D]
1592,11705015400.00,[0A]
1593,11705102200.00,[0D]
1594,11705188800.00,[0A]
1595,12261608800.00,[
1596,12261695400.00,[20]
1597,12261782200.00,[20]
1598,12261868800.00,[20]
1599,12261955400.00,[20]
1600,12262042200.00,0
1601,12262128800.00,.
1602,12262215600.00,0
1603,12262302200.00,0
1604,12262388800.00,0
1605,12262475600.00,0
1606,12262562200.00,0
1607,12262649000.00,0
1608,12262735600.00,]
1609,12262822200.00,[20]
1610,12262909000.00,B
1611,12262995600.00,o
1612,12263082200.00,o
1613,12263169000.00,t
1614,12263255600.00,i
1615,12263342400.00,n
1616,12263429000.00,g
1617,12263515600.00,[20]
1618,12263602400.00,L
1619,12263689000.00,i
1620,12263775800.00,n
1621,12263862400.00,u
1622,12263949000.00,x
1623,12264035800.00,[20]
1624,12264122400.00,o
1625,12264209000.00,n
1626,12264295800.00,[20]
1627,12264382400.00,p
1628,12264469200.00,h
1629,12264555800.00,y
1630,12264642400.00,s
1631,12264729200.00,i
1632,12264815800.00,c
1633,12264902400.00,a
1634,12264989200.00,l
1635,12265075800.00,[20]
1636,12265162600.00,C
1637,12265249200.00,P
1638,12265335800.00,U
1639,12265422600.00,[20]
1640,12265509200.00,0
1641,12265596000.00,x
1642,12265682600.00,0
1643,12265769200.00,[0D]
1644,12265856000.00,[0A]
1645,12265956200.00,[
1646,12266042800.00,[20]
1647,12266129600.00,[20]
1648,12266216200.00,[20]
1649,12266302800.00,[20]
1650,12266389600.00,0
1651,12266476200.00,.
1652,12266562800.00,0
1653,12266649600.00,0
1654,12266736200.00,0
1655,12266823000.00,0
1656,12266909600.00,0
1657,12266996200.00,0
1658,12267083000.00,]
1659,12267169600.00,[20]
1660,12267256400.00,L
1661,12267343000.00,i
1662,12267429600.00,n
1663,12267516400.00,u
1664,12267603000.00,x
1665,12267689600.00,[20]
1666,12267776400.00,v
1667,12267863000.00,e
1668,12267949800.00,r
1669,12268036400.00,s
1670,12268123000.00,i
1671,12268209800.00,o
1672,12268296400.00,n
1673,12268383200.00,[20]
1674,12268469800.00,5
1675,12268556400.00,.
1676,12268643200.00,8
1677,12268729800.00,.
1678,12268816400.00,9
1679,12268903200.00,[20]
1680,12268989800.00,(
1681,12269076600.00,j
1682,12269163200.00,e
1683,12269249800.00,t
1684,12269336600.00,@
1685,12269423200.00,u
1686,12269509800.00,b
1687,12269596600.00,u
1688,12269683200.00,n
1689,12269770000.00,t
1690,12269856600.00,u
1691,12269943200.00,)
1692,12270030000.00,[20]
1693,12270116600.00,(
1694,12270203400.00,a
1695,12270290000.00,r
1696,12270376600.00,m
1697,12270463400.00,-
1698,12270550000.00,b
1699,12270636600.00,u
1700,12270723400.00,i
1701,12270810000.00,l
1702,12270896800.00,d
1703,12270983400.00,r
1704,12271070000.00,o
1705,12271156800.00,o
1706,12271243400.00,t
1707,12271330200.00,-
1708,12271416800.00,l
1709,12271503400.00,i
1710,12271590200.00,n
1711,12271676800.00,u
1712,12271763400.00,x
1713,12271850200.00,-
1714,12271936800.00,g
1715,12272023600.00,n
1716,12272110200.00,u
1717,12272196800.00,e
1718,12272283600.00,a
1719,12272370200.00,b
1720,12272457000.00,i
1721,12272543600.00,h
1722,12272630200.00,f
1723,12272717000.00,-
1724,12272803600.00,g
1725,12272890200.00,c
1726,12272977000.00,c
1727,12273063600.00,.
1728,12273150400.00,b
1729,12273237000.00,r
1730,12273323600.00,_
1731,12273410400.00,r
1732,12273497000.00,e
1733,12273583600.00,a
1734,12273670400.00,l
1735,12273757000.00,[20]
1736,12273843800.00,(
1737,12273930400.00,B
1738,12274017000.00,u
1739,12274103800.00,i
1740,12274190400.00,l
1741,12274277200.00,d
1742,12274363800.00,r
1743,12274450400.00,o
1744,12274537200.00,o
1745,12274623800.00,t
1746,12274710400.00,[20]
1747,12274797200.00,2
1748,12274883800.00,0
1749,12274970600.00,2
1750,12275057200.00,0
1751,12275143800.00,.
1752,12275230600.00,0
1753,12275317200.00,2
1754,12275404000.00,.
1755,12275490600.00,9
1756,12275577200.00,)
1757,12275664000.00,[20]
1758,12275750600.00,8
1759,12275837200.00,.
1760,12275924000.00,4
1761,12276010600.00,.
1762,12276097400.00,0
1763,12276184000.00,,
1764,12276270600.00,[20]
1765,12276357400.00,G
1766,12276444000.00,N
1767,12276530800.00,U
1768,12276617400.00,[20]
1769,12276704000.00,l
1770,12276790800.00,d
1771,12276877400.00,[20]
1772,12276964000.00,(
1773,12277050800.00,G
1774,12277137400.00,N
1775,12277224200.00,U
1776,12277310800.00,[20]
1777,12277397400.00,B
1778,12277484200.00,i
1779,12277570800.00,n
1780,12277657400.00,u
1781,12277744200.00,t
1782,12277830800.00,i
1783,12277917600.00,l
1784,12278004200.00,s
1785,12278090800.00,)
1786,12278177600.00,[20]
1787,12278264200.00,2
1788,12278351000.00,.
1789,12278437600.00,3
1790,12278524200.00,2
1791,12278611000.00,)
1792,12278697600.00,[20]
1793,12278784200.00,#
1794,12278871000.00,1
1795,12278957600.00,1
1796,12279044400.00,6
1797,12279131000.00,[20]
1798,12279217600.00,S
1799,12279304400.00,M
1800,12279391000.00,P
1801,12279477800.00,[20]
1802,12279564400.00,P
1803,12279651000.00,R
1804,12279737800.00,E
1805,12279824400.00,E
1806,12279911000.00,M
1807,12279997800.00,P
1808,12280084400.00,T
1809,12280171200.00,[20]
1810,12280257800.00,S
1811,12280344400.00,a
1812,12280431200.00,t
1813,12280517800.00,[20]
1814,12280604400.00,S
1815,12280691200.00,e
1816,12280777800.00,p
1817,12280864600.00,[20]
1818,12280951200.00,2
1819,12281037800.00,1
1820,12281124600.00,[20]
1821,12281211200.00,1
1822,12281298000.00,1
1823,12281384600.00,:
1824,12281471200.00,5
1825,12281558000.00,9
1826,12281644600.00,:
1827,12281731200.00,5
1828,12281818000.00,7
1829,12281904600.00,[20]
1830,12281991400.00,H
1831,12282078000.00,K
1832,12282164600.00,T
1833,12282251400.00,[20]
1834,12282338000.00,2
1835,12282424800.00,0
1836,12282511400.00,2
1837,12282598000.00,4
1838,12282684800.00,[0D]
1839,12282771400.00,[0A]
1840,12282885200.00,[
1841,12282971800.00,[20]
1842,12283058600.00,[20]
1843,12283145200.00,[20]
1844,12283231800.00,[20]
1845,12283318600.00,0
1846,12283405200.00,.
1847,12283492000.00,0
1848,12283578600.00,0
1849,12283665200.00,0
1850,12283752000.00,0
1851,12283838600.00,0
1852,12283925200.00,0
1853,12284012000.00,]
1854,12284098600.00,[20]
1855,12284185400.00,C
1856,12284272000.00,P
1857,12284358600.00,U
1858,12284445400.00,:
1859,12284532000.00,[20]
1860,12284618800.00,A
1861,12284705400.00,R
1862,12284792000.00,M
1863,12284878800.00,v
1864,12284965400.00,7
1865,12285052000.00,[20]
1866,12285138800.00,P
1867,12285225400.00,r
1868,12285312200.00,o
1869,12285398800.00,c
1870,12285485400.00,e
1871,12285572200.00,s
1872,12285658800.00,s
1873,12285745600.00,o
1874,12285832200.00,r
1875,12285918800.00,[20]
1876,12286005600.00,[
1877,12286092200.00,4
1878,12286178800.00,1
1879,12286265600.00,0
1880,12286352200.00,f
1881,12286439000.00,c
1882,12286525600.00,0
1883,12286612200.00,7
1884,12286699000.00,5
1885,12286785600.00,]
1886,12286872200.00,[20]
1887,12286959000.00,r
1888,12287045600.00,e
1889,12287132400.00,v
1890,12287219000.00,i
1891,12287305600.00,s
1892,12287392400.00,i
1893,12287479000.00,o
1894,12287565800.00,n
1895,12287652400.00,[20]
1896,12287739000.00,5
1897,12287825800.00,[20]
1898,12287912400.00,(
1899,12287999000.00,A
1900,12288085800.00,R
1901,12288172400.00,M
1902,12288259200.00,v
1903,12288345800.00,7
1904,12288432400.00,)
1905,12288519200.00,,
1906,12288605800.00,[20]
1907,12288692600.00,c
1908,12288779200.00,r
1909,12288865800.00,=
1910,12288952600.00,1
1911,12289039200.00,0
1912,12289125800.00,c
1913,12289212600.00,5
1914,12289299200.00,3
1915,12289386000.00,8
1916,12289472600.00,7
1917,12289559200.00,d
1918,12289646000.00,[0D]
1919,12289732600.00,[0A]
1920,12289845400.00,[
1921,12289932000.00,[20]
1922,12290018600.00,[20]
1923,12290105400.00,[20]
1924,12290192000.00,[20]
1925,12290278600.00,0
1926,12290365400.00,.
1927,12290452000.00,0
1928,12290538800.00,0
1929,12290625400.00,0
1930,12290712000.00,0
1931,12290798800.00,0
1932,12290885400.00,0
1933,12290972000.00,]
1934,12291058800.00,[20]
1935,12291145400.00,C
1936,12291232200.00,P
1937,12291318800.00,U
1938,12291405400.00,:
1939,12291492200.00,[20]
1940,12291578800.00,d
1941,12291665600.00,i
1942,12291752200.00,v
1943,12291838800.00,[20]
1944,12291925600.00,i
1945,12292012200.00,n
1946,12292098800.00,s
1947,12292185600.00,t
1948,12292272200.00,r
1949,12292359000.00,u
1950,12292445600.00,c
1951,12292532200.00,t
1952,12292619000.00,i
1953,12292705600.00,o
1954,12292792400.00,n
1955,12292879000.00,s
1956,12292965600.00,[20]
1957,12293052400.00,a
1958,12293139000.00,v
1959,12293225600.00,a
1960,12293312400.00,i
1961,12293399000.00,l
1962,12293485800.00,a
1963,12293572400.00,b
1964,12293659000.00,l
1965,12293745800.00,e
1966,12293832400.00,:
1967,12293919200.00,[20]
1968,12294005800.00,p
1969,12294092400.00,a
1970,12294179200.00,t
1971,12294265800.00,c
1972,12294352400.00,h
1973,12294439200.00,i
1974,12294525800.00,n
1975,12294612600.00,g
1976,12294699200.00,[20]
1977,12294785800.00,d
1978,12294872600.00,i
1979,12294959200.00,v
1980,12295045800.00,i
1981,12295132600.00,s
1982,12295219200.00,i
1983,12295306000.00,o
1984,12295392600.00,n
1985,12295479200.00,[20]
1986,12295566000.00,c
1987,12295652600.00,o
1988,12295739400.00,d
1989,12295826000.00,e
1990,12295912600.00,[0D]
1991,12295999400.00,[0A]
1992,12296098400.00,[
1993,12296185200.00,[20]
1994,12296271800.00,[20]
1995,12296358600.00,[20]
1996,12296445200.00,[20]
1997,12296531800.00,0
1998,12296618600.00,.
1999,12296705200.00,0
2000,12296791800.00,0
2001,12296878600.00,0
2002,12296965200.00,0
2003,12297052000.00,0
2004,12297138600.00,0
2005,12297225200.00,]
2006,12297312000.00,[20]
2007,12297398600.00,C
2008,12297485200.00,P
2009,12297572000.00,U
2010,12297658600.00,:
2011,12297745400.00,[20]
2012,12297832000.00,P
2013,12297918600.00,I
2014,12298005400.00,P
2015,12298092000.00,T
2016,12298178800.00,[20]
2017,12298265400.00,/
2018,12298352000.00,[20]
2019,12298438800.00,V
2020,12298525400.00,I
2021,12298612000.00,P
2022,12298698800.00,T
2023,12298785400.00,[20]
2024,12298872200.00,n
2025,12298958800.00,o
2026,12299045400.00,n
2027,12299132200.00,a
2028,12299218800.00,l
2029,12299305600.00,i
2030,12299392200.00,a
2031,12299478800.00,s
2032,12299565600.00,i
2033,12299652200.00,n
2034,12299738800.00,g
2035,12299825600.00,[20]
2036,12299912200.00,d
2037,12299999000.00,a
2038,12300085600.00,t
2039,12300172200.00,a
2040,12300259000.00,[20]
2041,12300345600.00,c
2042,12300432400.00,a
2043,12300519000.00,c
2044,12300605600.00,h
2045,12300692400.00,e
2046,12300779000.00,,
2047,12300865600.00,[20]
2048,12300952400.00,V
2049,12301039000.00,I
2050,12301125800.00,P
2051,12301212400.00,T
2052,12301299000.00,[20]
2053,12301385800.00,a
2054,12301472400.00,l
2055,12301559000.00,i
2056,12301645800.00,a
2057,12301732400.00,s
2058,12301819200.00,i
2059,12301905800.00,n
2060,12301992400.00,g
2061,12302079200.00,[20]
2062,12302165800.00,i
2063,12302252600.00,n
2064,12302339200.00,s
2065,12302425800.00,t
2066,12302512600.00,r
2067,12302599200.00,u
2068,12302685800.00,c
2069,12302772600.00,t
2070,12302859200.00,i
2071,12302946000.00,o
