; CSV, generated by libsigrok4DSL 0.2.0 on Sun May 11 19:32:02 2025
; Channels (16/16)
; Sample rate: 5 MHz
; Sample count: 407.390720 M Samples
Time(s), 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
8.4974968,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.497514,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4975228,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4975314,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4975488,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4975574,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.497566,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4975834,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4976094,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.497618,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4976354,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.497644,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4976528,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4976614,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.497696,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4977048,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4977134,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4977308,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4977394,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4977568,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.497774,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4977828,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4978088,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4978174,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.497826,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4978348,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.497852,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4978694,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4978954,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.497904,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4979128,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.49793,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4979474,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4979648,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.497982,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4979908,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4979994,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4980254,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4980342,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4980428,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4980688,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4980774,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4980862,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4981294,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4981554,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4981642,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4981728,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4981988,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4982074,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4982248,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4982422,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4982508,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4982594,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4983114,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4983202,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4983374,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4983462,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4983808,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4983894,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4983982,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4984068,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4984242,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4984328,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4984762,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4985022,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4985108,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4985194,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4985282,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4985368,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4985542,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4985628,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4985714,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4985888,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4985976,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4986062,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4986322,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4986408,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4986582,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4986756,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4986842,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4986928,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4987448,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4987536,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4987708,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4987796,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4987968,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4988056,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4988228,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4988402,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4988576,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4988662,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4988748,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4988836,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4988922,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4989008,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4989096,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4989268,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4989442,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4989528,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4989788,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4989876,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4989962,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4990136,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4990308,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4990396,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4990482,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4990568,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4990742,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4990828,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4990916,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4991002,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4991176,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4991262,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4991348,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4991436,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4991522,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4991696,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4992042,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.499213,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4992302,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.499239,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4992476,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4992562,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.499291,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4992996,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4993082,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.499343,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4993602,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.499369,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4993776,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4993862,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.499395,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4994122,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.499421,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4994296,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.499447,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4994556,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4994642,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.499473,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4994816,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4994902,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.499499,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4995162,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.499551,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4995596,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.499577,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.4995856,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4995942,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.499603,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.4996376,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5092068,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5092154,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5092328,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.50925,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5092588,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5092674,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.509276,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5092848,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5092934,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5093194,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.509328,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5093368,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5093628,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5093714,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5093802,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5093888,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5094234,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5094322,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5094494,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5094582,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5094668,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5095102,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5095362,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5095448,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5095534,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5095968,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5096228,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5096314,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5096402,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5096488,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5096574,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5096748,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5096834,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5096922,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5097094,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5097182,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5097268,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5097442,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5097702,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5097788,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5097962,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5098048,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5098134,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5098222,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5098482,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5098654,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5098828,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5098914,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5099002,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5099522,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5099608,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5099782,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5099868,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5100042,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5100128,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5100388,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5100562,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5100648,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5100736,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5100996,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5101168,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5101256,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5101428,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5101516,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5101602,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5101688,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5101776,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5101862,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5101948,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5102036,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5102296,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5102382,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5102468,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5102556,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5102642,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5102728,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5102816,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5102988,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5103162,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5103248,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5103336,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5103596,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5103682,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5103768,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5104028,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5104116,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5104202,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5104288,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5104636,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5104722,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5104896,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5104982,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.510507,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5105156,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5105502,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.510559,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5105762,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.510585,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5105936,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5106196,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5106282,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.510637,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.510663,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5106716,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5106802,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.510715,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5107236,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5107322,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5107496,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5107582,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.510767,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5107756,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5107842,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.510793,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5108102,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.510845,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5108536,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.510871,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.5108796,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5108882,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
8.510897,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
8.5109316,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5475616,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5475876,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5475962,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5476222,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.547631,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5476396,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5476482,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.547657,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5476656,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5476742,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.547683,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5477002,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5477176,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5477262,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.547735,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5477436,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5477522,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5477696,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5477782,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.547787,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5478042,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.547813,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5478216,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.547839,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.547865,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5478736,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.547891,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5478996,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5479082,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.547917,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5479256,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.547943,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5479516,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5479602,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5479776,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5479864,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.547995,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.548021,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5480296,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5480384,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5480644,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.548073,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5480816,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5481336,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5481424,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5481596,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5481684,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.548177,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5481856,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5482204,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5482376,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5482464,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.548255,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5482636,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5482724,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.548281,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5482984,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.548307,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5483244,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.548333,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5483416,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5483504,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.548359,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5483764,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.548385,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5483936,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.548411,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5484196,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5484284,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.548463,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5484976,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5485064,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.548515,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5485236,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5485324,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.548541,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5485498,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.548567,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5485844,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.548593,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5486018,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.548619,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5486278,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.548645,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.548671,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5486798,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5486884,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5487058,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.5487144,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.548723,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.548749,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.5487664,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
9.548775,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
9.548827,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
